id,child,age,year_group,competition_order,age_group,country,gender,fairness1,fairness2,fairness3,fairness4,fairness5,fairness6,fairness7,fairness8,allocation1,allocation2,allocation3,allocation4,allocation5,allocation6,allocation7,allocation8,justification1,justification2,justification3,justification4,justification5,justification6,justification7,justification8
C4C22,101,77,Senior,control first,Older,CN,Female,unfair,fair,fair,fair,unfair,unfair,fair,fair,UFad,Fair,Fair,Fair,UFad,UFdis,Fair,Fair,Desire,Norm,Norm,Norm,Desire,Desire,Norm,Norm
C4C23,102,77,Senior,control first,Older,CN,Female,fair,fair,fair,fair,unfair,fair,unfair,fair,Fair,Fair,Fair,Fair,UFdis,Fair,UFdis,Fair,Norm,Norm,Norm,Norm,Affiliation,Norm,Affiliation,Norm
C4C24,103,75,Senior,control first,Older,CN,Female,fair,fair,fair,fair,fair,fair,fair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
C4C25,104,73,Senior,control first,Older,CN,Female,fair,fair,fair,fair,fair,fair,fair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4001,105,64,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,unfair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,Fair,Fair,Uncodable,Desire,Desire,Desire,Desire,Desire,Desire,Desire
U4002,106,68,Senior,competition first,Older,UK,Male,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,Fair,UFdis,Fair,Fair,Fair,UFdis,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4003,107,64,Senior,competition first,Older,UK,Male,fair,unfair,fair,unfair,unfair,fair,fair,fair,Fair,Fair,UFad,Fair,UFad,Fair,Fair,Fair,Norm,Desire,Norm,Desire,Desire,Norm,Norm,Norm
U4004,108,73,Senior,competition first,Older,UK,Female,fair,fair,unfair,fair,unfair,fair,fair,fair,Fair,UFdis,Fair,UFad,UFad,Fair,Fair,Fair,Norm,Norm,Desire,Norm,Desire,Norm,Norm,Norm
U4005,109,77,Senior,competition first,Older,UK,Male,unfair,fair,fair,unfair,fair,fair,fair,unfair,Fair,Fair,Fair,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Norm,Desire,Norm,Norm,Norm,Desire
U4006,110,80,Senior,competition first,Older,UK,Female,unfair,fair,unfair,fair,unfair,fair,fair,fair,UFad,Fair,Fair,Fair,UFad,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Norm,Norm
U4007,111,74,Senior,competition first,Older,UK,Female,unfair,unfair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,Fair,UFad,UFdis,Fair,Fair,UFdis,Desire,Desire,Desire,Norm,Desire,Norm,Desire,Norm
U4008,112,71,Senior,competition first,Older,UK,Female,unfair,unfair,unfair,unfair,unfair,fair,unfair,fair,Fair,Fair,UFad,Fair,Fair,Fair,UFad,Fair,Desire,Desire,Desire,Desire,Desire,Norm,Desire,Norm
U4009,113,71,Senior,competition first,Older,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,UFdis,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4010,114,73,Senior,competition first,Older,UK,Male,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,UFad,Fair,UFdis,Fair,UFad,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4011,115,74,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,unfair,fair,fair,fair,UFdis,Fair,Fair,UFad,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Desire,Norm,Norm,Norm
U4012,116,64,Senior,competition first,Older,UK,Female,fair,fair,unfair,fair,fair,unfair,fair,fair,UFad,Fair,UFad,UFad,UFad,Fair,UFad,UFad,Norm,Norm,Desire,Norm,Norm,Desire,Norm,Norm
U4013,117,66,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,UFdis,Fair,Fair,UFad,Fair,Fair,UFad,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4014,118,63,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,fair,unfair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Desire
U4015,119,63,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4016,120,64,Senior,competition first,Older,UK,Female,fair,fair,fair,fair,fair,fair,fair,fair,UFdis,Fair,UFad,Fair,UFad,UFad,UFad,UFad,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable
U4017,121,68,Senior,competition first,Older,UK,Male,unfair,unfair,fair,unfair,unfair,fair,unfair,fair,UFad,UFdis,Fair,UFdis,UFad,Fair,UFad,Fair,Desire,Uncodable,Norm,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable
U4018,122,60,Jonior,competition first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,unfair,unfair,unfair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Affiliation,Norm,Desire,Norm,Desire,Desire,Desire,Desire
U4019,123,61,Jonior,competition first,Younger,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4020,124,58,Jonior,competition first,Younger,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,UFad,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4021,125,52,Jonior,competition first,Younger,UK,Male,unfair,unfair,fair,fair,unfair,fair,fair,unfair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Desire,Norm,Norm,Desire,Norm,Norm,Desire
U4022,126,57,Jonior,competition first,Younger,UK,Male,unfair,fair,unfair,unfair,unfair,fair,unfair,unfair,Fair,Fair,UFad,Fair,Fair,UFad,Fair,Fair,Desire,Norm,Desire,Desire,Desire,Norm,Desire,Desire
U4023,127,57,Jonior,competition first,Younger,UK,Male,unfair,fair,fair,unfair,fair,fair,fair,fair,UFad,Fair,Fair,Fair,UFad,Fair,Fair,Fair,Desire,Norm,Norm,Desire,Norm,Norm,Norm,Norm
U4024,128,56,Jonior,competition first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Desire,Norm,Norm,Norm,Desire,Norm
U4025,129,57,Jonior,competition first,Younger,UK,Male,unfair,fair,unfair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Uncodable,Norm,Norm,Norm,Norm,Norm
U4026,130,54,Jonior,control first,Younger,UK,Female,fair,fair,unfair,fair,fair,fair,unfair,fair,UFad,UFad,UFad,UFad,UFad,Fair,UFad,Fair,Norm,Norm,Desire,Norm,Norm,Norm,Desire,Norm
U4027,131,54,Jonior,control first,Younger,UK,Female,unfair,fair,fair,unfair,unfair,fair,fair,unfair,UFad,UFad,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Norm,Desire,Desire,Norm,Norm,Desire
U4028,132,55,Jonior,control first,Younger,UK,Female,fair,unfair,fair,unfair,fair,unfair,fair,fair,Fair,UFdis,Fair,Fair,UFad,Fair,UFdis,Fair,Uncodable,Affiliation,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable
U4029,133,55,Jonior,control first,Younger,UK,Female,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,UFad,Fair,Desire,Desire,Norm,Norm,Norm,Norm,Norm,Norm
U4030,134,74,Senior,control first,Older,UK,Male,fair,fair,fair,unfair,unfair,unfair,unfair,fair,Fair,Fair,Fair,UFad,UFad,UFad,UFad,Fair,Norm,Norm,Norm,Desire,Desire,Desire,Desire,Norm
U4031,135,66,Senior,control first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,unfair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Desire,Norm
U4032,136,57,Jonior,control first,Younger,UK,Male,fair,unfair,fair,fair,unfair,fair,unfair,fair,Fair,UFdis,Fair,UFdis,Fair,UFdis,Fair,Fair,Norm,Affiliation,Norm,Norm,Desire,Norm,Norm,Norm
U4033,137,62,Jonior,control first,Younger,UK,Male,fair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Norm,Norm,Desire,Norm,Norm,Norm,Desire,Norm
U4034,138,56,Jonior,control first,Younger,UK,Male,fair,unfair,fair,unfair,unfair,unfair,unfair,fair,UFad,Fair,UFad,Fair,Fair,UFdis,Fair,Fair,Norm,Desire,Norm,Desire,Desire,Desire,Desire,Norm
U4035,139,53,Jonior,control first,Younger,UK,Female,fair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,UFad,UFad,UFad,Fair,Fair,UFad,Fair,Affiliation,Affiliation,Affiliation,Affiliation,Affiliation,Norm,Affiliation,Norm
U4036,140,56,Jonior,control first,Younger,UK,Female,fair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,UFdis,Fair,UFdis,Fair,UFdis,Fair,UFdis,Norm,Norm,Norm,Norm,Norm,Norm,Desire,Norm
U4037,141,61,Jonior,control first,Younger,UK,Female,fair,fair,fair,unfair,fair,fair,fair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Norm,Norm,Norm,Uncodable,Norm,Norm,Norm,Norm
U4038,142,62,Jonior,control first,Younger,UK,Male,unfair,fair,unfair,fair,fair,fair,fair,unfair,UFad,Fair,Fair,Fair,Fair,UFad,Fair,UFad,Desire,Norm,Uncodable,Norm,Norm,Norm,Norm,Desire
U4039,143,58,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,unfair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Desire
U4040,144,58,Jonior,control first,Younger,UK,Female,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,UFad,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4041,145,56,Jonior,control first,Younger,UK,Male,unfair,fair,fair,fair,fair,unfair,fair,unfair,UFad,Fair,UFdis,Fair,Fair,Fair,Fair,UFad,Desire,Norm,Norm,Norm,Norm,Desire,Norm,Desire
U4042,146,41,Jonior,control first,Younger,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,Fair,Fair,Fair,UFdis,Fair,Fair,Fair,Fair,Norm,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable,Uncodable
U4043,147,48,Jonior,control first,Younger,UK,Female,fair,unfair,fair,unfair,fair,unfair,fair,unfair,Fair,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Norm,Desire,Norm,Uncodable,Norm,Desire,Norm,Desire
U4044,148,55,Jonior,control first,Younger,UK,Female,unfair,unfair,unfair,unfair,fair,fair,unfair,fair,Fair,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Desire,Desire,Desire,Norm,Norm,Desire,Norm
U4045,149,59,Jonior,control first,Younger,UK,Male,unfair,fair,unfair,fair,fair,unfair,fair,fair,Fair,UFad,Fair,UFad,UFad,UFad,UFad,Fair,Desire,Norm,Desire,Norm,Norm,Affiliation,Norm,Norm
U4046,150,82,Senior,control first,Older,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Affiliation,Norm,Desire,Norm,Desire,Norm
U4047,151,54,Jonior,control first,Younger,UK,Male,fair,unfair,fair,unfair,unfair,unfair,fair,fair,UFad,UFad,UFad,Fair,UFad,Fair,UFad,Fair,Norm,Desire,Uncodable,Desire,Desire,Desire,Norm,Norm
U4048,152,53,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,unfair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,UFad,Desire,Norm,Desire,Desire,Desire,Desire,Norm,Norm
U4049,153,53,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Affiliation,Affiliation,Affiliation,Norm,Affiliation,Norm,Affiliation,Norm
U4050,154,55,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,Fair,Fair,Fair,Fair,Fair,UFad,Fair,Uncodable,Norm,Desire,Norm,Desire,Norm,Affiliation,Norm
U4051,155,55,Jonior,competition first,Younger,UK,Female,unfair,fair,unfair,fair,fair,fair,fair,fair,Fair,UFdis,Fair,Fair,Fair,UFdis,UFdis,UFdis,Affiliation,Affiliation,Norm,Norm,Norm,Norm,Norm,Norm
U4052,156,55,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4053,157,55,Jonior,competition first,Younger,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4054,158,56,Jonior,control first,Younger,UK,Male,fair,unfair,fair,fair,fair,unfair,unfair,unfair,UFad,Fair,UFad,Fair,Fair,Fair,Fair,Fair,Norm,Desire,Norm,Norm,Norm,Desire,Desire,Desire
U4055,159,54,Jonior,competition first,Younger,UK,Male,fair,fair,fair,fair,fair,fair,unfair,fair,UFdis,Fair,UFad,Fair,UFad,Fair,UFdis,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Desire,Norm
U4056,160,62,Jonior,competition first,Younger,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFdis,Fair,UFad,Fair,UFdis,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4057,161,62,Jonior,competition first,Younger,UK,Male,unfair,fair,unfair,fair,unfair,fair,unfair,unfair,UFad,Fair,UFad,Fair,UFad,UFad,Fair,Fair,Desire,Norm,Norm,Norm,Desire,Norm,Desire,Desire
U4058,162,60,Jonior,competition first,Younger,UK,Female,unfair,unfair,unfair,fair,unfair,fair,unfair,fair,Fair,UFad,Fair,UFad,UFad,UFad,Fair,Fair,Desire,Desire,Desire,Norm,Desire,Norm,Desire,Norm
U4059,163,53,Jonior,competition first,Younger,UK,Male,fair,unfair,fair,unfair,unfair,unfair,fair,unfair,UFad,UFad,Fair,Fair,Fair,Fair,Fair,UFdis,Norm,Desire,Norm,Desire,Desire,Desire,Norm,Uncodable
U4060,164,56,Jonior,competition first,Younger,UK,Male,fair,unfair,unfair,unfair,fair,fair,unfair,fair,UFad,UFad,UFad,UFad,UFad,UFad,UFad,UFad,Norm,Desire,Affiliation,Desire,Desire,Norm,Desire,Norm
U4061,165,57,Jonior,competition first,Younger,UK,Male,unfair,fair,unfair,fair,fair,fair,fair,fair,UFdis,Fair,UFad,UFdis,Fair,Fair,UFad,Fair,Desire,Norm,Desire,Norm,Norm,Norm,Norm,Norm
U4062,166,58,Jonior,competition first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,Fair,UFad,UFad,UFad,Fair,Fair,UFdis,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Desire
U4063,167,61,Jonior,competition first,Younger,UK,Male,unfair,unfair,unfair,unfair,unfair,unfair,unfair,unfair,UFad,Fair,UFad,Fair,UFad,Fair,UFdis,Fair,Desire,Desire,Desire,Desire,Desire,Desire,Desire,Desire
U4064,168,61,Jonior,competition first,Younger,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Affiliation,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4065,169,64,Jonior,competition first,Older,UK,Female,unfair,fair,fair,fair,unfair,fair,unfair,fair,UFad,UFad,UFad,Fair,Fair,Fair,UFad,UFdis,Desire,Norm,Norm,Norm,Desire,Norm,Desire,Norm
U4066,170,64,Senior,competition first,Older,UK,Male,unfair,fair,unfair,fair,fair,fair,unfair,unfair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Norm,Norm,Desire,Desire
U4067,171,65,Senior,competition first,Older,UK,Female,unfair,unfair,unfair,fair,unfair,fair,unfair,fair,UFad,UFad,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Desire,Desire,Norm,Desire,Norm,Desire,Norm
U4068,172,68,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,Fair,Fair,UFad,UFad,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4069,173,69,Senior,competition first,Older,UK,Male,unfair,unfair,unfair,fair,fair,fair,unfair,unfair,UFad,Fair,Fair,Fair,UFad,Fair,UFad,Fair,Desire,Desire,Desire,Norm,Norm,Norm,Desire,Norm
U4070,174,69,Senior,competition first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,UFdis,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4071,175,70,Senior,competition first,Older,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,UFad,UFad,UFad,UFad,UFad,UFad,UFad,Desire,Norm,Desire,Norm,Desire,Norm,Affiliation,Norm
U4072,176,71,Senior,competition first,Older,UK,Female,unfair,fair,unfair,unfair,unfair,fair,fair,unfair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Desire,Desire,Desire,Norm,Norm,Norm
U4073,177,72,Senior,competition first,Older,UK,Female,unfair,fair,unfair,unfair,fair,fair,unfair,fair,UFad,Fair,UFad,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Desire,Norm,Norm,Desire,Norm
U4074,178,74,Senior,competition first,Older,UK,Female,unfair,unfair,unfair,unfair,unfair,unfair,unfair,unfair,Fair,UFad,UFdis,UFad,Fair,Fair,UFad,Fair,Desire,Desire,Desire,Desire,Desire,Desire,Desire,Desire
U4075,179,75,Senior,competition first,Older,UK,Male,unfair,unfair,fair,fair,fair,fair,fair,unfair,Fair,UFad,Fair,UFdis,UFad,UFdis,Fair,UFad,Desire,Desire,Norm,Norm,Norm,Norm,Norm,Norm
U4076,180,65,Senior,competition first,Older,UK,Male,unfair,unfair,unfair,fair,fair,fair,fair,fair,UFdis,Fair,Fair,Fair,UFad,Fair,Fair,Fair,Desire,Affiliation,Desire,Norm,Norm,Norm,Norm,Norm
U4077,181,66,Senior,competition first,Older,UK,Female,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4078,182,66,Senior,competition first,Older,UK,Female,fair,unfair,fair,fair,unfair,fair,fair,fair,UFad,Fair,Fair,Fair,UFdis,Fair,Fair,Fair,Norm,Desire,Norm,Norm,Desire,Norm,Norm,Norm
U4079,183,68,Senior,competition first,Older,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4080,184,70,Senior,control first,Older,UK,Male,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,UFdis,Fair,Fair,UFad,Fair,UFad,UFdis,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4081,185,76,Senior,control first,Older,UK,Male,unfair,fair,fair,fair,unfair,fair,fair,fair,UFad,Fair,UFad,Fair,Fair,UFad,Fair,UFad,Desire,Norm,Norm,Norm,Affiliation,Norm,Norm,Norm
U4082,186,76,Senior,control first,Older,UK,Male,fair,fair,unfair,unfair,fair,fair,fair,fair,UFdis,Fair,Fair,Fair,UFad,Fair,UFad,Fair,Norm,Norm,Affiliation,Affiliation,Norm,Norm,Norm,Norm
U4083,187,69,Senior,control first,Older,UK,Male,unfair,fair,fair,fair,unfair,unfair,fair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Desire,Affiliation,Norm,Norm
U4084,188,68,Senior,control first,Older,UK,Male,unfair,fair,fair,fair,fair,fair,fair,fair,Fair,Fair,Fair,UFad,UFad,Fair,Fair,UFdis,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4085,189,66,Senior,control first,Older,UK,Female,fair,fair,fair,fair,fair,fair,fair,fair,Fair,Fair,UFdis,UFad,Fair,Fair,Fair,UFad,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4086,190,68,Senior,control first,Older,UK,Male,unfair,unfair,fair,fair,unfair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Desire,Norm,Norm,Affiliation,Norm,Norm,Norm
U4087,191,72,Senior,control first,Older,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4088,192,72,Senior,control first,Older,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4089,193,60,Jonior,control first,Younger,UK,Female,unfair,fair,fair,fair,fair,fair,fair,fair,UFad,UFdis,Fair,Fair,UFdis,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4090,194,52,Jonior,control first,Younger,UK,Male,fair,fair,unfair,unfair,fair,fair,fair,unfair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Norm,Norm,Desire,Desire,Norm,Norm,Norm,Norm
U4091,195,56,Jonior,control first,Younger,UK,Male,fair,fair,fair,unfair,unfair,fair,fair,unfair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Norm,Norm,Norm,Desire,Desire,Norm,Norm,Affiliation
U4092,196,59,Jonior,control first,Younger,UK,Male,fair,fair,fair,fair,fair,fair,fair,fair,UFdis,Fair,Fair,Fair,UFad,UFdis,Fair,Fair,Norm,Norm,Norm,Norm,Norm,Norm,Norm,Norm
U4093,197,59,Jonior,control first,Younger,UK,Male,unfair,fair,fair,fair,unfair,fair,unfair,fair,Fair,Fair,UFad,UFad,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Desire,Norm,Affiliation,Norm
U4094,198,62,Jonior,control first,Younger,UK,Male,unfair,fair,unfair,fair,fair,unfair,fair,unfair,UFad,Fair,Fair,Fair,UFdis,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Norm,Desire,Norm,Desire
U4095,199,62,Jonior,control first,Younger,UK,Female,unfair,unfair,fair,fair,unfair,fair,unfair,unfair,UFad,Fair,UFad,Fair,UFad,Fair,UFad,Fair,Desire,Affiliation,Norm,Norm,Desire,Norm,Desire,Desire
U4096,200,62,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4097,201,52,Jonior,control first,Younger,UK,Male,unfair,fair,fair,fair,unfair,fair,fair,fair,Fair,UFdis,Fair,Fair,UFad,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Affiliation,Norm,Norm,Norm
U4098,202,63,Jonior,control first,Older,UK,Female,unfair,fair,fair,fair,unfair,fair,fair,fair,UFad,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Norm,Norm,Desire,Norm,Norm,Norm
U4099,203,56,Jonior,control first,Younger,UK,Female,unfair,fair,unfair,fair,unfair,fair,unfair,fair,UFad,UFdis,UFad,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Desire,Norm,Desire,Norm
U4100,204,63,Jonior,control first,Older,UK,Male,unfair,fair,unfair,fair,fair,fair,fair,fair,UFad,Fair,UFdis,Fair,Fair,Fair,Fair,Fair,Desire,Norm,Desire,Norm,Norm,Norm,Norm,Norm
